ID_Venta;Fecha;Hora;Sucursal;Nombre_Producto;Categoría_Producto;Tamaño;Cantidad;Precio_Unitario;Total_Venta;Método_de_Compra;Método_de_Pago;Cliente_Miembro;Descuento_Miembro;Promoción_Aplicada;Empleado_Atendió;Turno;Demora_Preparación_Min;Satisfacción_Cliente;Stock_Antes;Stock_Después
VTA02114;11/2/2025;14:28;Avenida Colón 608;Mix de Frutos Secos;Snacks;;3;962.05;2886.15;Delivery;Tarjeta;No;0;Ninguna;Julián;Tarde;7.1;1;38;35
VTA02115;14/3/2025;18:29;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Tall;3;1627.46;4882.38;Delivery;Tarjeta;Sí;15;2x1;Marcos;Tarde;10.3;2;40;37
VTA02116;3/3/2025;18:26;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Pequeño;3;1744.05;5232.15;Take Away;Efectivo;No;0;2x1;Julián;Noche;9.9;3;15;12
VTA02117;18/2/2025;17:06;Calle San Lorenzo 47;Termo Reutilizable;Merchandising;;4;2948.98;11795.92;En tienda;Efectivo;No;0;Happy Hour;Sofía;Tarde;11.1;3;25;21
VTA02118;11/4/2025;07:48;San Lorenzo 25, Nueva Córdoba;Croissant de Manteca;Bakery;;4;1429.37;5717.48;Take Away;App;Sí;0;2x1;Marcos;Tarde;12.8;4;13;9
VTA02119;1/1/2025;18:25;Avenida Colón 608;Moneda de Chocolate;Snacks;;1;752.31;752.31;En tienda;App;Sí;10;Ninguna;Julián;Noche;5.2;5;33;32
VTA02120;20/2/2025;09:55;Avenida Colón 608;Espresso Roast;Café en Granos;;3;2664.03;7992.09;Take Away;App;Sí;0;2x1;Sofía;Mañana;11.6;5;48;45
VTA02121;30/3/2025;14:39;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Grande;1;2022.46;2022.46;En tienda;Efectivo;No;0;Combo;Camila;Noche;7.7;5;13;12
VTA02122;17/1/2025;14:46;Calle San Lorenzo 47;Té Verde en Hebras;Té;;4;2054.5;8218.0;En tienda;App;Sí;15;Happy Hour;Sofía;Mañana;14.1;1;17;13
VTA02123;18/1/2025;11:07;Córdoba Shopping;Taza Edición Especial;Merchandising;;1;2689.26;2689.26;Delivery;Efectivo;No;0;2x1;Florencia;Tarde;7.1;1;32;31
VTA02124;3/2/2025;17:55;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;5;1559.23;7796.15;Delivery;Tarjeta;Sí;10;2x1;Marcos;Mañana;13.3;5;28;23
VTA02125;20/2/2025;11:56;San Lorenzo 25, Nueva Córdoba;Café del Día;Bebida Espresso Caliente;Tall;4;1608.72;6434.88;Take Away;App;Sí;10;2x1;Florencia;Noche;5.7;3;42;38
VTA02126;27/3/2025;18:30;Avenida Colón 608;Espresso Roast;Café en Granos;;3;2555.83;7667.49;En tienda;Efectivo;Sí;10;Combo;Camila;Noche;6.7;4;23;20
VTA02127;17/4/2025;13:39;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;3;1739.38;5218.14;Take Away;Tarjeta;Sí;0;Happy Hour;Florencia;Mañana;5.1;3;40;37
VTA02128;4/1/2025;12:40;Avenida Colón 608;Té Verde en Hebras;Té;;5;1993.64;9968.2;Delivery;App;No;0;Combo;Sofía;Noche;4.2;4;12;7
VTA02129;29/1/2025;19:24;San Lorenzo 25, Nueva Córdoba;Café del Día;Bebida Espresso Caliente;Venti;5;1695.91;8479.55;Delivery;Tarjeta;No;0;Combo;Marcos;Noche;8.4;1;20;15
VTA02130;20/2/2025;16:04;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Venti;1;2079.7;2079.7;En tienda;Efectivo;Sí;0;2x1;Sofía;Mañana;10.0;2;46;45
VTA02131;17/4/2025;19:46;Córdoba Shopping;Moneda de Chocolate;Snacks;;1;1080.12;1080.12;En tienda;Efectivo;Sí;15;Combo;Sofía;Noche;6.5;2;32;31
VTA02132;7/4/2025;17:21;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Pequeño;3;2034.58;6103.74;Take Away;Efectivo;Sí;15;Happy Hour;Sofía;Mañana;13.6;1;12;9
VTA02133;23/1/2025;07:07;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;1;1659.89;1659.89;En tienda;Efectivo;Sí;10;Ninguna;Luis;Mañana;11.1;4;12;11
VTA02134;10/4/2025;14:06;San Lorenzo 25, Nueva Córdoba;Té Verde;Té Caliente;;4;1265.54;5062.16;En tienda;Tarjeta;No;0;Combo;Marcos;Noche;5.8;2;27;23
VTA02135;8/3/2025;16:13;Calle San Lorenzo 47;Croissant de Manteca;Bakery;;2;914.2;1828.4;Take Away;App;Sí;0;Combo;Camila;Noche;6.9;2;15;13
VTA02136;9/2/2025;13:12;Avenida Colón 608;Termo Reutilizable;Merchandising;;5;3109.99;15549.95;Take Away;Efectivo;Sí;10;Happy Hour;Florencia;Tarde;13.8;5;10;5
VTA02137;10/3/2025;18:45;Avenida Colón 608;Fosforito de Jamón y Queso;Sándwiches;;5;1492.27;7461.35;Take Away;App;Sí;0;Combo;Camila;Mañana;6.1;4;41;36
VTA02138;25/2/2025;08:34;Calle San Lorenzo 47;Croissant de Manteca;Bakery;;2;1115.41;2230.82;En tienda;App;No;0;Ninguna;Florencia;Noche;8.3;1;50;48
VTA02139;21/1/2025;19:24;Avenida Colón 608;Wrap de Pollo y Vegetales;Sándwiches;;5;1750.15;8750.75;Take Away;App;Sí;0;Ninguna;Sofía;Mañana;12.3;2;16;11
VTA02140;24/1/2025;13:55;Calle San Lorenzo 47;Té Verde;Té Caliente;;5;1349.11;6745.55;En tienda;App;Sí;15;Happy Hour;Florencia;Noche;5.2;4;40;35
VTA02141;1/3/2025;09:14;Calle San Lorenzo 47;House Blend;Café en Granos;;5;2366.04;11830.2;Delivery;Tarjeta;No;0;Ninguna;Luis;Mañana;12.3;1;28;23
VTA02142;4/3/2025;17:22;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;1;1871.45;1871.45;Take Away;Tarjeta;Sí;10;2x1;Luis;Noche;13.5;1;49;48
VTA02143;1/2/2025;11:42;Avenida Colón 608;Fosforito de Jamón y Queso;Sándwiches;;4;1670.72;6682.88;Take Away;App;No;0;Combo;Sofía;Noche;12.9;3;32;28
VTA02144;11/1/2025;08:31;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;1;1212.81;1212.81;Delivery;Tarjeta;Sí;15;Ninguna;Julián;Noche;8.2;5;42;41
VTA02145;11/4/2025;12:22;Calle San Lorenzo 47;Moneda de Chocolate;Snacks;;2;800.32;1600.64;Take Away;App;No;0;Combo;Luis;Tarde;11.9;3;17;15
VTA02146;30/1/2025;19:22;San Lorenzo 25, Nueva Córdoba;House Blend;Café en Granos;;4;2801.15;11204.6;Take Away;App;No;0;Ninguna;Sofía;Mañana;4.2;1;19;15
VTA02147;12/1/2025;11:44;San Lorenzo 25, Nueva Córdoba;Latte Helado;Bebida Espresso Helada;Venti;2;1822.65;3645.3;En tienda;Tarjeta;Sí;0;Happy Hour;Marcos;Mañana;4.5;1;17;15
VTA02148;31/3/2025;09:54;Calle San Lorenzo 47;Mocha Blanco;Bebida Espresso Caliente;Pequeño;5;1353.38;6766.9;Delivery;Tarjeta;No;0;Happy Hour;Luis;Mañana;13.4;4;16;11
VTA02149;8/1/2025;17:20;Avenida Colón 608;Espresso Roast;Café en Granos;;3;2695.57;8086.71;Delivery;App;Sí;0;Happy Hour;Luis;Tarde;8.8;5;50;47
VTA02150;19/2/2025;20:47;Avenida Colón 608;Café del Día con Leche;Bebida Espresso Caliente;Tall;3;1753.16;5259.48;Delivery;Efectivo;No;0;Combo;Marcos;Tarde;11.2;2;19;16
VTA02151;24/2/2025;07:49;San Lorenzo 25, Nueva Córdoba;Espresso Roast;Café en Granos;;1;2086.76;2086.76;En tienda;Efectivo;No;0;Combo;Julián;Tarde;9.2;3;32;31
VTA02152;12/2/2025;10:25;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Grande;2;1534.43;3068.86;Delivery;Efectivo;Sí;15;Ninguna;Luis;Mañana;11.3;1;37;35
VTA02153;26/3/2025;19:32;Avenida Colón 608;Taza Edición Especial;Merchandising;;5;3251.96;16259.8;Take Away;Tarjeta;No;0;Combo;Camila;Mañana;4.4;2;47;42
VTA02154;7/1/2025;15:38;San Lorenzo 25, Nueva Córdoba;Espresso Roast;Café en Granos;;5;2261.44;11307.2;Delivery;App;Sí;0;Happy Hour;Julián;Noche;5.0;2;50;45
VTA02155;19/3/2025;07:56;Calle San Lorenzo 47;Americano Helado;Bebida Espresso Helada;Grande;5;1378.01;6890.05;Delivery;App;No;0;Ninguna;Sofía;Tarde;14.3;5;13;8
VTA02156;1/3/2025;14:20;Avenida Colón 608;Té Verde;Té Caliente;;1;1200.93;1200.93;Delivery;Tarjeta;No;0;Happy Hour;Luis;Noche;13.4;4;10;9
VTA02157;13/3/2025;10:33;Calle San Lorenzo 47;Americano;Bebida Espresso Caliente;Grande;5;1426.45;7132.25;En tienda;Efectivo;No;0;2x1;Sofía;Mañana;3.9;3;47;42
VTA02158;16/4/2025;13:40;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Tall;2;1955.3;3910.6;En tienda;Tarjeta;Sí;10;Combo;Camila;Tarde;9.2;3;37;35
VTA02159;16/2/2025;13:05;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Pequeño;5;1670.98;8354.9;Take Away;Efectivo;No;0;2x1;Sofía;Noche;8.0;1;18;13
VTA02160;2/3/2025;14:21;San Lorenzo 25, Nueva Córdoba;Americano;Bebida Espresso Caliente;Grande;1;1736.51;1736.51;En tienda;Efectivo;No;0;2x1;Camila;Tarde;12.2;3;11;10
VTA02161;5/1/2025;14:36;Calle San Lorenzo 47;Termo Reutilizable;Merchandising;;1;2949.67;2949.67;Take Away;App;Sí;0;Ninguna;Luis;Noche;8.5;3;33;32
VTA02162;22/3/2025;15:15;Avenida Colón 608;Té Helado de Hibiscus;Té Helado;;2;1352.71;2705.42;Take Away;Tarjeta;Sí;0;Combo;Marcos;Tarde;6.3;4;29;27
VTA02163;31/3/2025;18:06;Córdoba Shopping;Té Verde en Hebras;Té;;1;1861.47;1861.47;En tienda;Tarjeta;Sí;10;Ninguna;Florencia;Mañana;9.3;3;17;16
VTA02164;17/3/2025;14:46;Córdoba Shopping;Latte;Bebida Espresso Caliente;Tall;3;1399.19;4197.57;Delivery;Tarjeta;No;0;Happy Hour;Marcos;Mañana;3.7;2;32;29
VTA02165;8/2/2025;14:04;Córdoba Shopping;Bagel Sandwich;Sándwiches;;3;1551.23;4653.69;En tienda;Efectivo;No;0;Happy Hour;Luis;Noche;3.5;5;31;28
VTA02166;16/4/2025;20:18;Avenida Colón 608;Latte Macchiato;Bebida Espresso Caliente;Tall;2;1642.16;3284.32;En tienda;Tarjeta;Sí;10;Ninguna;Camila;Noche;5.3;2;17;15
VTA02167;22/3/2025;10:27;Córdoba Shopping;Cookie con Chips de Chocolate;Bakery;;3;1150.07;3450.21;Take Away;Tarjeta;No;0;Ninguna;Marcos;Noche;13.2;3;42;39
VTA02168;2/3/2025;14:00;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Pequeño;1;2075.37;2075.37;Take Away;Efectivo;Sí;10;Happy Hour;Camila;Mañana;11.9;5;18;17
VTA02169;8/2/2025;13:23;San Lorenzo 25, Nueva Córdoba;Té Chai Latte;Té Caliente;;2;1185.79;2371.58;Take Away;Efectivo;No;0;2x1;Florencia;Tarde;6.9;5;49;47
VTA02170;14/3/2025;13:30;Córdoba Shopping;House Blend;Café en Granos;;2;2051.85;4103.7;Delivery;Tarjeta;No;0;Combo;Sofía;Noche;2.3;4;28;26
VTA02171;14/1/2025;16:16;Avenida Colón 608;Té Chai Latte;Té Caliente;;5;1365.48;6827.4;En tienda;Efectivo;No;0;2x1;Camila;Noche;12.7;4;30;25
VTA02172;16/1/2025;13:36;San Lorenzo 25, Nueva Córdoba;Té Helado de Hibiscus;Té Helado;;4;1208.98;4835.92;Delivery;Tarjeta;No;0;Happy Hour;Luis;Tarde;8.6;4;30;26
VTA02173;13/2/2025;13:06;Córdoba Shopping;Termo Reutilizable;Merchandising;;5;3027.36;15136.8;Delivery;Tarjeta;No;0;Ninguna;Camila;Mañana;11.0;5;18;13
VTA02174;14/2/2025;12:49;Córdoba Shopping;Espresso Roast;Café en Granos;;1;2695.15;2695.15;En tienda;App;No;0;Combo;Marcos;Tarde;2.3;2;33;32
VTA02175;18/3/2025;13:25;San Lorenzo 25, Nueva Córdoba;Croissant de Manteca;Bakery;;2;1007.09;2014.18;En tienda;Efectivo;No;0;Combo;Sofía;Mañana;2.2;2;32;30
VTA02176;31/3/2025;12:09;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Pequeño;2;1578.05;3156.1;Take Away;Efectivo;Sí;15;Happy Hour;Julián;Mañana;10.6;3;32;30
VTA02177;5/3/2025;10:53;Córdoba Shopping;Fosforito de Jamón y Queso;Sándwiches;;5;1884.06;9420.3;Take Away;Tarjeta;Sí;15;Ninguna;Luis;Tarde;4.1;1;38;33
VTA02178;20/3/2025;20:46;Córdoba Shopping;Wrap de Pollo y Vegetales;Sándwiches;;4;1488.37;5953.48;Take Away;App;Sí;10;Happy Hour;Marcos;Noche;7.5;2;32;28
VTA02179;24/1/2025;19:22;San Lorenzo 25, Nueva Córdoba;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Grande;4;1646.47;6585.88;Delivery;Tarjeta;Sí;0;Happy Hour;Florencia;Tarde;13.5;1;31;27
VTA02180;6/3/2025;18:18;Córdoba Shopping;Skinny Vainilla Latte;Bebida Espresso Caliente;Venti;4;1706.77;6827.08;Delivery;Tarjeta;Sí;0;2x1;Julián;Tarde;6.0;1;15;11
VTA02181;12/3/2025;08:34;San Lorenzo 25, Nueva Córdoba;Té Verde;Té Caliente;;4;1143.27;4573.08;Delivery;App;No;0;Ninguna;Luis;Noche;10.5;2;29;25
VTA02182;10/1/2025;09:19;Córdoba Shopping;House Blend;Café en Granos;;3;2686.95;8060.85;Delivery;Efectivo;No;0;Combo;Camila;Mañana;6.1;4;48;45
VTA02183;10/1/2025;13:31;San Lorenzo 25, Nueva Córdoba;Vainilla Latte Helado;Bebida Espresso Helada;Grande;5;1425.18;7125.9;Take Away;Efectivo;No;0;2x1;Sofía;Tarde;12.4;2;15;10
VTA02184;6/1/2025;10:50;Córdoba Shopping;Mix de Frutos Secos;Snacks;;2;1067.21;2134.42;Take Away;App;No;0;2x1;Camila;Mañana;8.0;5;18;16
VTA02185;7/4/2025;14:06;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Pequeño;2;1993.48;3986.96;Take Away;Tarjeta;No;0;Combo;Camila;Noche;3.1;3;45;43
VTA02186;7/2/2025;15:19;San Lorenzo 25, Nueva Córdoba;Espresso Roast;Café en Granos;;2;2357.87;4715.74;Delivery;App;Sí;10;2x1;Sofía;Mañana;9.8;4;36;34
VTA02187;19/1/2025;18:55;Córdoba Shopping;Té Chai Latte;Té Caliente;;4;1353.95;5415.8;Take Away;Efectivo;Sí;0;Happy Hour;Luis;Noche;7.8;4;26;22
VTA02188;17/2/2025;17:32;San Lorenzo 25, Nueva Córdoba;Té Chai Latte;Té Caliente;;4;1299.64;5198.56;En tienda;App;No;0;2x1;Luis;Noche;3.6;1;15;11
VTA02189;9/2/2025;11:38;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;3;1182.96;3548.88;En tienda;App;No;0;Combo;Luis;Noche;9.3;1;13;10
VTA02190;9/1/2025;09:36;Calle San Lorenzo 47;Té Verde en Hebras;Té;;1;2134.53;2134.53;Take Away;App;Sí;0;Combo;Florencia;Tarde;12.6;5;44;43
VTA02191;15/3/2025;19:54;Córdoba Shopping;Taza Edición Especial;Merchandising;;2;2584.67;5169.34;Take Away;Tarjeta;Sí;0;Happy Hour;Florencia;Mañana;9.2;5;15;13
VTA02192;21/3/2025;14:58;Avenida Colón 608;Vainilla Latte;Bebida Espresso Caliente;Venti;4;1595.14;6380.56;Delivery;Efectivo;Sí;0;2x1;Luis;Mañana;5.7;2;50;46
VTA02193;1/4/2025;17:42;Avenida Colón 608;Té Verde en Hebras;Té;;3;1979.44;5938.32;Delivery;Tarjeta;No;0;Happy Hour;Marcos;Noche;13.6;4;44;41
VTA02194;17/1/2025;07:10;Calle San Lorenzo 47;Té Verde en Hebras;Té;;2;1604.44;3208.88;Delivery;Tarjeta;No;0;Ninguna;Luis;Tarde;15.0;1;40;38
VTA02195;11/1/2025;16:51;San Lorenzo 25, Nueva Córdoba;Americano Helado;Bebida Espresso Helada;Pequeño;5;1441.05;7205.25;Delivery;App;No;0;Happy Hour;Sofía;Tarde;10.3;3;43;38
VTA02196;31/1/2025;13:40;Avenida Colón 608;Té Chai Latte;Té Caliente;;3;1204.46;3613.38;Take Away;Efectivo;Sí;10;Combo;Julián;Mañana;3.8;5;27;24
VTA02197;23/2/2025;16:49;Córdoba Shopping;Taza Edición Especial;Merchandising;;4;2926.3;11705.2;En tienda;Efectivo;No;0;Ninguna;Florencia;Noche;13.6;3;45;41
VTA02198;6/2/2025;13:05;Avenida Colón 608;Mix de Frutos Secos;Snacks;;5;1085.02;5425.1;Delivery;App;Sí;15;2x1;Florencia;Mañana;8.8;1;14;9
VTA02199;4/4/2025;09:43;Córdoba Shopping;Americano;Bebida Espresso Caliente;Grande;5;1630.54;8152.7;Take Away;Efectivo;No;0;2x1;Julián;Mañana;8.4;5;15;10
VTA02200;16/1/2025;08:01;San Lorenzo 25, Nueva Córdoba;Fosforito de Jamón y Queso;Sándwiches;;5;1738.05;8690.25;Delivery;Efectivo;Sí;15;2x1;Julián;Mañana;11.8;4;17;12
VTA02201;13/2/2025;15:24;Córdoba Shopping;Muffin de Arándanos;Bakery;;5;963.6;4818.0;Take Away;Efectivo;No;0;Happy Hour;Florencia;Mañana;3.9;4;12;7
VTA02202;7/4/2025;18:21;San Lorenzo 25, Nueva Córdoba;Caramel Frappuccino;Frappuccino;Tall;5;2016.15;10080.75;Take Away;App;No;0;Combo;Florencia;Tarde;5.4;2;44;39
VTA02203;24/2/2025;07:19;San Lorenzo 25, Nueva Córdoba;Té Chai Latte;Té Caliente;;2;1415.9;2831.8;En tienda;Efectivo;No;0;Combo;Julián;Mañana;4.1;1;45;43
VTA02204;7/4/2025;11:23;Calle San Lorenzo 47;House Blend;Café en Granos;;2;2608.7;5217.4;Take Away;Efectivo;Sí;10;Ninguna;Luis;Mañana;3.3;1;39;37
VTA02205;1/4/2025;07:10;San Lorenzo 25, Nueva Córdoba;Té Chai Latte;Té Caliente;;2;1051.38;2102.76;Delivery;Efectivo;Sí;15;Ninguna;Florencia;Tarde;5.9;4;29;27
VTA02206;5/1/2025;19:07;Avenida Colón 608;Cold Brew;Bebida Espresso Helada;Grande;3;1384.47;4153.41;En tienda;Efectivo;No;0;Combo;Julián;Tarde;6.9;2;16;13
VTA02207;26/3/2025;08:12;Avenida Colón 608;Moneda de Chocolate;Snacks;;5;707.57;3537.85;En tienda;Efectivo;Sí;10;Combo;Sofía;Tarde;11.4;3;16;11
VTA02208;3/3/2025;15:51;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Venti;1;1670.89;1670.89;Take Away;Tarjeta;Sí;15;Happy Hour;Camila;Noche;10.7;1;35;34
VTA02209;24/1/2025;17:03;San Lorenzo 25, Nueva Córdoba;Wrap de Pollo y Vegetales;Sándwiches;;1;1769.62;1769.62;Take Away;App;Sí;0;Ninguna;Marcos;Noche;11.1;3;22;21
VTA02210;23/1/2025;15:00;San Lorenzo 25, Nueva Córdoba;Budín de Limón;Bakery;;2;1130.96;2261.92;En tienda;Efectivo;No;0;Ninguna;Camila;Noche;2.9;5;39;37
VTA02211;8/4/2025;11:45;Calle San Lorenzo 47;Croissant Relleno con Crema de Avellanas;Bakery;;4;1165.01;4660.04;En tienda;Tarjeta;Sí;10;Combo;Marcos;Tarde;9.3;5;18;14
VTA02212;13/3/2025;19:03;San Lorenzo 25, Nueva Córdoba;Caramel Frappuccino;Frappuccino;Venti;4;2086.55;8346.2;En tienda;Tarjeta;Sí;15;Combo;Sofía;Tarde;8.8;5;38;34
VTA02213;16/3/2025;16:47;Córdoba Shopping;Té Verde en Hebras;Té;;5;1987.52;9937.6;Take Away;Efectivo;No;0;Ninguna;Camila;Noche;14.1;1;40;35
VTA02214;27/2/2025;14:27;Córdoba Shopping;Moneda de Chocolate;Snacks;;2;1066.91;2133.82;Delivery;Tarjeta;Sí;10;2x1;Sofía;Mañana;8.0;5;39;37
VTA02215;2/4/2025;11:44;San Lorenzo 25, Nueva Córdoba;Caramel Frappuccino;Frappuccino;Tall;3;1802.37;5407.11;En tienda;Tarjeta;Sí;0;Happy Hour;Sofía;Mañana;11.9;5;13;10
VTA02216;31/1/2025;12:44;San Lorenzo 25, Nueva Córdoba;Té Verde;Té Caliente;;1;1004.62;1004.62;En tienda;Efectivo;Sí;10;Ninguna;Marcos;Noche;4.6;5;20;19
VTA02217;5/2/2025;20:44;Avenida Colón 608;Té Verde en Hebras;Té;;1;1637.16;1637.16;Delivery;App;No;0;Happy Hour;Camila;Noche;6.0;1;12;11
VTA02218;6/2/2025;10:38;Córdoba Shopping;Cold Brew;Bebida Espresso Helada;Pequeño;1;1641.09;1641.09;Take Away;Tarjeta;No;0;Happy Hour;Florencia;Noche;15.0;1;14;13
VTA02219;22/3/2025;12:54;Avenida Colón 608;Té Verde en Hebras;Té;;3;1628.62;4885.86;En tienda;Efectivo;Sí;0;Ninguna;Luis;Mañana;11.2;2;28;25
VTA02220;11/2/2025;14:25;Avenida Colón 608;Latte Macchiato;Bebida Espresso Caliente;Venti;1;1505.84;1505.84;Take Away;App;No;0;Combo;Camila;Tarde;12.6;2;33;32
VTA02221;6/3/2025;09:15;Calle San Lorenzo 47;Budín de Limón;Bakery;;3;1481.02;4443.06;Delivery;Tarjeta;No;0;Ninguna;Julián;Tarde;13.5;3;19;16
VTA02222;12/2/2025;08:35;Córdoba Shopping;Caramel Frappuccino;Frappuccino;Grande;4;1634.55;6538.2;Delivery;Tarjeta;Sí;15;Combo;Camila;Mañana;3.5;1;47;43
VTA02223;7/2/2025;10:05;Córdoba Shopping;Cold Brew;Bebida Espresso Helada;Venti;5;1537.77;7688.85;Delivery;App;Sí;15;Combo;Marcos;Mañana;5.5;2;49;44
VTA02224;30/1/2025;12:35;Córdoba Shopping;Mix de Frutos Secos;Snacks;;5;1111.01;5555.05;Delivery;Efectivo;Sí;0;Happy Hour;Camila;Tarde;12.8;2;35;30
VTA02225;29/1/2025;14:01;Avenida Colón 608;Té Verde;Té Caliente;;1;1586.0;1586.0;En tienda;App;No;0;Happy Hour;Florencia;Tarde;8.3;5;47;46
VTA02226;3/3/2025;07:32;Calle San Lorenzo 47;Cold Brew;Bebida Espresso Helada;Pequeño;3;1891.56;5674.68;Take Away;Efectivo;No;0;Happy Hour;Julián;Mañana;3.4;4;38;35
VTA02227;22/1/2025;17:20;Córdoba Shopping;Mix de Frutos Secos;Snacks;;5;845.9;4229.5;Take Away;App;Sí;10;2x1;Florencia;Tarde;10.7;3;41;36
VTA02228;14/1/2025;12:42;Córdoba Shopping;Taza Edición Especial;Merchandising;;4;2986.62;11946.48;Take Away;App;Sí;15;2x1;Sofía;Tarde;14.8;2;37;33
VTA02229;18/1/2025;09:05;San Lorenzo 25, Nueva Córdoba;Croissant de Manteca;Bakery;;5;1370.28;6851.4;Take Away;Efectivo;Sí;0;Ninguna;Camila;Noche;13.3;4;16;11
VTA02230;8/1/2025;07:56;Calle San Lorenzo 47;Espresso Roast;Café en Granos;;1;2764.01;2764.01;Delivery;App;No;0;Happy Hour;Luis;Mañana;10.5;4;25;24
VTA02231;18/1/2025;17:00;San Lorenzo 25, Nueva Córdoba;Té Verde;Té Caliente;;4;1211.97;4847.88;Take Away;Tarjeta;No;0;Ninguna;Camila;Noche;12.6;5;45;41
VTA02232;31/3/2025;15:26;Calle San Lorenzo 47;Mocha;Bebida Espresso Caliente;Pequeño;3;1665.8;4997.4;En tienda;App;Sí;0;Happy Hour;Camila;Tarde;4.1;3;36;33
VTA02233;5/2/2025;14:06;Córdoba Shopping;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Venti;4;1614.47;6457.88;En tienda;App;Sí;15;Combo;Julián;Tarde;9.3;4;20;16
VTA02234;29/3/2025;19:59;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;1;1650.85;1650.85;Delivery;Tarjeta;Sí;10;2x1;Sofía;Mañana;10.1;1;35;34
VTA02235;7/1/2025;18:48;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;4;1602.13;6408.52;Take Away;Efectivo;Sí;10;2x1;Sofía;Noche;7.5;2;32;28
VTA02236;19/3/2025;17:24;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Tall;5;1996.28;9981.4;En tienda;Efectivo;No;0;Combo;Florencia;Tarde;11.9;3;25;20
VTA02237;26/2/2025;15:18;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;4;1690.34;6761.36;Delivery;App;Sí;0;2x1;Luis;Mañana;14.7;2;20;16
VTA02238;1/1/2025;19:32;Córdoba Shopping;Té Chai Latte;Té Caliente;;2;1206.81;2413.62;En tienda;App;Sí;15;Ninguna;Camila;Tarde;3.0;3;31;29
VTA02239;26/3/2025;11:48;Córdoba Shopping;Wrap de Pollo y Vegetales;Sándwiches;;5;1901.37;9506.85;En tienda;Tarjeta;Sí;10;2x1;Sofía;Tarde;9.9;1;48;43
VTA02240;1/3/2025;10:28;Calle San Lorenzo 47;Espresso Roast;Café en Granos;;2;2250.13;4500.26;En tienda;App;No;0;2x1;Luis;Tarde;8.6;5;18;16
VTA02241;23/2/2025;11:41;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;3;1105.58;3316.74;Take Away;Tarjeta;No;0;Ninguna;Sofía;Mañana;4.0;4;33;30
VTA02242;25/3/2025;16:05;Avenida Colón 608;Cappuccino;Bebida Espresso Caliente;Venti;4;1447.81;5791.24;En tienda;Efectivo;Sí;0;Ninguna;Marcos;Mañana;10.6;3;16;12
VTA02243;14/1/2025;15:57;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;2;1496.5;2993.0;Delivery;Tarjeta;Sí;0;Ninguna;Marcos;Noche;9.0;5;42;40
VTA02244;8/3/2025;18:42;Avenida Colón 608;Té Chai Latte;Té Caliente;;2;1344.11;2688.22;Take Away;Tarjeta;No;0;2x1;Camila;Mañana;11.8;5;38;36
VTA02245;20/2/2025;18:41;San Lorenzo 25, Nueva Córdoba;Moneda de Chocolate;Snacks;;4;848.7;3394.8;En tienda;Tarjeta;No;0;Happy Hour;Marcos;Noche;14.3;2;25;21
VTA02246;3/1/2025;15:06;Calle San Lorenzo 47;Bagel Sandwich;Sándwiches;;2;1702.82;3405.64;Delivery;Efectivo;No;0;Combo;Julián;Noche;7.6;5;18;16
VTA02247;2/4/2025;16:04;Avenida Colón 608;Moneda de Chocolate;Snacks;;5;819.6;4098.0;En tienda;Tarjeta;Sí;0;Ninguna;Marcos;Noche;12.1;5;19;14
VTA02248;10/2/2025;18:55;San Lorenzo 25, Nueva Córdoba;Mix de Frutos Secos;Snacks;;3;815.29;2445.87;En tienda;Tarjeta;Sí;15;Combo;Luis;Tarde;13.7;5;27;24
VTA02249;20/1/2025;12:59;San Lorenzo 25, Nueva Córdoba;Latte Helado;Bebida Espresso Helada;Tall;1;1706.38;1706.38;Take Away;App;No;0;Happy Hour;Julián;Mañana;7.3;1;17;16
